"text","rating","bahasa"
"rt if u cri everytime yayan ruhian’s character dies  double rt if u know that rama is bi TRIPLE RT if u been knew that this movie is gay culture",10,"english"
"The first Raid movie was a simple, tight action thriller in nearly every single way, - one swat team versus one gang in one building on one day - so who would've thought that the sequel would be a super long, epic crime saga channeling the course of several years? The closest comparison that I can make is the transition between John Wick 1 and 2 - the sequel has a more complex story and loses the simplicity of the…",9,"english"
"Hands down, probably my favorite Action Film of all time. The choreography of the fight scenes is unlike anything else I've seen, the cinematographic tools being utilized here find exactly the right beat for each and every single scene and what I may like the most is the purposefully vague story telling. The events and characters here feel like they could be from a Greek tragedy - something that gives the action as well as the slower sequences a dramatic…",10,"english"
"Bejo: ""It's a question of ambition, really. Let me rephrase that. It's a matter of limitation. And the importance of knowing yours.""",10,"english"
"Me before watching this: Wow, The Raid is one of the best action movies I've seen! Nothing can top this, let alone a cash-grab sequel.  The Raid 2: That's probably true, but here's an action packed tale about undercover cops, brutal fights and deaths, and action scenes every 10 minutes.  Me: Forgive me Father for I have sinned... I have told the most terrible lie.   Holy Mother of God, this movie was fantastic! This took everything good about the first…",10,"english"
"HOLY FUCK!!!!  This film takes place literally two hours after the first film and it starts with a bang. We are then taken two years later and our faithful and badass Rama is put undercover to infiltrate a political figure. This film is very much different than the first one, where the first one takes place in one location in a short amount of time, this takes place in multiple locations, over some time and with multiple different characters and…",10,"english"
"Did you like The Raid? Did you like it's crazy action? It's epic choreographed fights? If the answer is yes, then you will like The Raid 2. The Raid 2 brings everything that made the first movie so good and combines it with an actual story. That story is fucking great. Honestly, I didn't expect to be gripped that much by the story of a movie that is mainly about the fight scenes. This inclusion inside the mobster gangs is…",8,"english"
"Who said sequels have to be bad?  I watched the original The Raid: Redemption a couple weeks ago and absolutely fell in love. It was one of the most brutal, exhilarating, and bonkers films I have ever seen. The sequel The Raid 2 does not disappoint. The violence is waaaay more brutal, frenetic, and grandiose. However, the action in this sequel is a bit more spaced out. Don't get me wrong, the action set pieces are great but I think…",9,"english"
"Like Infernal Affairs meets A Bittersweet Life. As a gangster movie, I found it limited. As a pure action spectacle, it was incredibly engrossing and utterly relentless in the best way possible. What I appreciate beside the fight choreography, is Gareth Evans' eye. He's making a name for himself as a master of action but I sense some real talent and professionalism with the way he uses the camera that I never get the sense that I'm watching just a martial-arts extravaganza.",7,"english"
"Στοιχείο 1: ""Throughout the entire movie, Rama does not kill one single person with a gun.""  Στοιχείο 2: ""Body count: 180.""",7,"english"
"""They're not cops anymore, they're in my world now.""  Picking up right after the first Raid film, Raid 2 sends our hero into the gangster underground to help a secret cop branch weed out bad cops getting paid for turning a blind eye to organized crime.  I'm not sure if The Raid 2 is the best action film of all time. But the very fact that the idea kept coming to me while watching means The Raid 2 is a…",10,"english"
"""Bring back the ball.""  The Raid 2 was good, but not on the same scales as the first film.  For starters it runs for way too long: approximately two and a half hours, and the good fighting only really starts after an hour and a half.  I'm probably going to get a lot of shit but I'd probably only watch the first film again and not this one in the future.",7,"english"
"I am a huge fan of The Raid: Redemption (2011). I think it's one of the best action films of the past few years. I loved how confined the setting was and that it didn't waste a single minute of screen time. It was just non-stop onslaught from start to finish.  In Raid 2, director Gareth Evans attempts to expand the story, but in doing so he loses the elements I loved about the original; the confined setting and the…",7,"english"
"The Raid 2 takes a sidestep into gangster family drama, all interspersed with action scenes on a par with the first one.  Just as well, I don't think they could have pulled off the same trick twice. The family drama is played competently although there's a sub-plot with an amazing supporting character that seems a bit wasted.  This is a small complaint. It's still a brilliant piece of action cinema.",9,"english"
"Having really enjoyed The Raid: Redemption I had reasonably high expectations of The Raid 2, but I think the sequel doesn't reach the level of its predecessor. I found the characters and situations in The Raid 2 less convincing (as far as this genre can be credible ㋡).  The fight scenes were not as tense and adrenalin-inducing as the fights in part 1. The fight scenes in part 2 felt too choreographed, and I found the characters too caricatural, like…",6,"english"
"I was not even aware of the original when I first saw this in the theater and it's an enjoyable film whether you've seen the first one or not (and you won't be lost if you haven't). The Raid 2 is an excellently directed movie with cool characters, fantastic visuals and incredible fight scenes. Martial arts movies aren't traditionally my thing, but sometimes a film can transcend its genre when it's as undeniably good as The Raid 2 is.",8,"english"
"One of the best action movies in the last 10 years. Even a little bit better than the original. Some say that they didn't like the fact that it's 2 and a half hour long, but I'm not among them. It's well used time full of brutal action scenes, lot of excitement, mafia intrigues, very good fighting choreography and breathtaking finishing moves. Great recommendation, event for not fans of the genre.",10,"english"
"I can't handle this much badassery",10,"english"
"I'm one of those weirdos who was not fully blown-away by The Raid, so I didn't go into this with any sort of expectations. As a result it looks like I liked this slightly more than some others. That said, the ""plot"" of the film is so dull and pointless. The first film had a streamlined thing going for it; this sequel decides to do everything BIGGER, and with MORE AND MORE PLOT.  None of it matters though, because the…",5,"english"
"The first film was great. It blended a simple story with some very exciting fighting sequences in a very tight and superbly executed action film. The second takes the baseline set in place from the first, and ups the ante in fight sequences and engaging story. What we have here, is a thrilling sequel.  This film becomes something akin to The Departed. The story is more complex, and we become more intune with the emotional impact on our main character. The fight scenes are even more amazing, with brutal barely evening covering it. An excellent film.",9,"english"
"Berandal means Thug in Indonesian  A sequel to the smash hit of 2011, Evans is back with another martial arts stunner, this time expanding the action from within one location to across many with multiple characters thrown into a far more complex storyline. Still at the heart of the tale is the concept of corruption and betrayal at both a political and personal level. Set just 2 hours after the conclusion of the 1st film, Rama who only just escaped…",9,"english"
"This review may contain spoilers. I can handle the truth.  Second viewing is the sobering watch. Expectations have been either met or let down, or exactly where they were. I'm bringing this down half a star because I'm not as enamored with it after this viewing. There are not many aspects of the story that are complete or serve a purpose to the greater execution. Rama never accomplishes or even attempts to accomplish the original goal he was set out to do, find corrupt cops in Bangun's pay. In fact,…",8,"english"
"""The Raid 2"" is my favorite action movie of all time. It retains the original's unparalleled action choreography but adds just enough plot to give it meaning.  Arifin Putra is a revelation here. What else is there to say? It's simply one of the best films of the year.",9,"english"
"knocking off one star after a rewatch. Really wish they would have cut out the whole Prokoso sub-plot out of the movie. Other than that, still on high level octane punch of an action flick.",8,"english"
"Well holy shit!  When I first heard about a sequel to the Raid I was nervous. It felt like one of those films that should be left alone due to its originality greatness and the fear of turning it into a franchise where we're witnessing the same thing though each sitting was one I had.  I am incredibly mistaken. I have seen things in this film I have never witnessed before and have so many moments of this film imprinted…",10,"english"
"Written and Directed by Gareth Evans and Starring Iko Uwais, the sequel to The Raid: Redemption follows on 2 hours after the original ends. But if you haven't seen the first film, it's not necessary for the story that is played out in this pulsating sequel. In an attempt to put a stop to the family run enforcement in the city of Jakarta. Rookie cop, Rama (Uwais) is convinced by senior officers to root out dirty cops and bring down…",8,"english"
"""It's a question of ambition, really. Let me rephrase that. It's a matter of limitation. And the importance of knowing yours.""  Yo, that one part* was awesome.  *Insert any part in the entire movie.",9,"english"
"""None of us are heroes.""  Ain't that the fucking truth.  I'm so glad Gareth Evans decided to add an emotionally hefty narrative to this one. As much as I adore the relentless death that comes with the first film, it's nice to have one that knows when and how to take its breathers. Even if it is something that's been seen before - the undercover cop involved in a mob drama and the calamity that comes with it is nothing…",10,"english"
"A couple thoughts...  1. What a time to be alive  2. That tiny drug pushing pornographer jumping on that table may have been the single most exciting moment of my life  3. Hammer Lady: You the real MVP  4. I don't know what those half moon blades are but I want one",10,"english"
"I could not have been more excited for the first Raid. I could also not have been more let down. It was so loud and unrelenting. And even the filmmaking was nothing to write home about. Anyone can swing a camera with a wide-angle lens around a room. So I was in no rush to see this one. But I kept hearing how different it was. So I finally got around to watching it. SUCH an improvement. There are actually…",8,"english"
"[English/ Spanish review]  Dear Mr. Gareth Evans. Thank you for entertain us so much once more with Rama beating the shit out of almost everyone on screen.  And you all did it through the blend of sub-genres I'm not particularly fond of: undercover police stories and mafia wars (I really prefer the sub-genre, ""people locked in a hell of a place doing their best to survive""). Fights and chases, and fight/ chases are awesome and wonderfully shot, even more so…",7,"english"
"If the plot is really only there to set up the action, it did its job. Because lets face it, no one is watching this movie for plot, but for one of a kind fight scenes. And yes, there are one of a kind. You will see things you have not seen on screen before, guaranteed.  Typically, I get bored watching actions scenes which are primarily hand to hand combat. I find them boring and repetitive (Matrix 2 is a…",9,"english"
"if seeing flesh hit concrete, metal, and an aluminum bat isn't your thing, this might not be the movie for you.",7,"english"
"2014: Ranked   ‘The Raid 2’ is without doubt one the most thrilling and epic action films not only of 2014 but also of the past few years. Even though the film maintains those remarkable and intense action sequences that we enjoyed in its predecessor, it also has a story that will hook you from the very first minute. It’s amazing the tremendous improvement we can perceive in every frame during its runtime, the photography is subtle yet evocative, as well…",9,"english"
"More vicious, more ambitious, more amoral are the additions that help make Berendal one of the best sequels out there. If you consider just the action sequences, they greatly surpass the nail-biting tension from the first. The final duel in this never feels like it is going on forever and at times I felt I could have watched them fight for the whole flick.  The only thing that holds this back is Gareth Evans not doing much original with the…",8,"english"
"This review may contain spoilers. I can handle the truth.  there's a part where rama meets his double, an undercover cop like him, whose been lost in that undercover loyalty labyrinth a lot longer. nobody seems real clear on which side he's on, whether he's helping rama to help his case or avenge his boss or what. It doesn't really matter. He helps Rama escape but in the process is mortally wounded. He has Rama take him to this place:  i.imgur.com/bXcMNoT.png  Rama drops him off and leaves without explanation. I'm…",0,"english"
"Whenever a film in Hollywood does well, or is even predicted to do well, it seems that the inevitable sequel pops into existence without a moment to lose. This is the norm now with money-grabbing, blockbuster extravaganzas which are now often met with the heaviest of eye-rolls. It’s a welcome change, however, when a lesser known independent foreign film finds a wide enough audience to warrant a sequel, one with an international release no less. As is the case with…",6,"english"
"The Raid 2 is so close to being a perfect action movie, if only it's plot would get out of the way. Sometimes the plot gets too convoluted for it's own good, and it's not like it's anything we haven't seen before anyway, delivered in a pretty sub-par manner.  But god damn, when the action hits. The ferocity of the fights puts you into cardiac arrest and the impeccable cinematography of Gareth Evans hand-massages you heart out of it, ending…",9,"english"
"Poor Rama: having just barely limped his way out of one Jakartan hellhole, the battered and bruised rookie SWAT member finds himself thrown straight into another one. There’s one key difference, however: this hellhole’s considerably bigger than the tight corridors of a locked-down apartment block, with Rama thrust into a ruthless world of violent mobsters, deadly assassins and impending gang wars. With his family in danger, he’s forced to go undercover, tasked with infiltrating the Jakartan criminal underworld under the…",10,"english"
"Holy fuck. Now this is a movie.  After the first Raid blew my socks off I was totally down for a rehash as long as the action scenes were on the same level. Well the good news is that they totally are, but the even better news is that this movie's greater focus on story actually works, and yields a movie that's easily on par with the first.  That actually blows my mind because it logically shouldn't be the case.…",9,"english"
"The prison food in this movie actually looks delicious.  An emphasis on a knock-off Johnnie To plot over slick, streamlined action drag this overlong sequel down to a crawl. Hammer Girl and Baseball Bat Boy pack a wallop, but I miss the brilliant, simple premise of the original. No Mad Doggin' fights until the climax. More backstabs, power grabs, and convoluted gangster chatter.  Distracted, bloated, overambitious, dull.",6,"english"
"Of 2 minds on this one. It's far too long, but there's nothing I'd cut. The plot is overly convoluted, but almost always comes together when it matters. Some of the simplicity of the original is missing, but...these fights. Oh these fights are glorious, with the final two being the standouts. To be fair, I didn't love the first film until rewatching it at home, so I'm hoping I'll feel the same about this one.",7,"english"
"A truly ass-kicking and gripping film that ups the ante of what action films could be as it's a true equal to its predecessor while Iko Uwais is a true action star as it includes all sorts of sick violence including a beautiful lady with two hammers, a bat boy who doesn't fuck around, and all sorts of crazy people. Read Full Review.",0,"english"
"I was so excited to see this after loving the first film and salivating over the trailers and mounting buzz surrounding its sequel. Whilst many have been craving the films leading up to the next Avengers instalment or discovering what's next for Spiderman or the X-Men, I've only had one sequel on my mind over the last year or two. Luckily it didn't disappoint.  As a full film 'package' if you will, it's not quite as perfectly formed as The…",9,"english"
"This has to be the most beautifully shot action film of all time. An absolute masterpiece of the genre that stands alone telling all other action films to catch up. My hat is off to Gareth Evans. Man, you and your crew nailed it... all of it. Having written, directed, and edited this film, I think we can safely put Evans in that special class of directors who are meticulous about seeing to every detail to ensure that the finished…",10,"english"
"While ""The Raid"" was a damn fine martial arts film, ""The Raid 2"" is a damn fine action film. There was a simplicity (and general grindhouse almost ""Assault on Precinct 13"" feel) to the first film, but let's be honest - I'm not sure it would work twice. So it's nice to know that director/writer/editor Evans knew that too and decided to expand the entire universe. It works. The action is still as intense and beautifully (read: brutally) choreographed. The…",9,"english"
"Not to give this a ""it's a REAL movie!"" backhanded complement, but there was a point in the film's first hour where I was liking the actual movie bits (especially the faded but still bright Only God Forgives color palette) more than the impeccably choreographed & enjoyably brutal fight sequences. Then Gareth Evans introduced Hammer Girl. And then Gareth Evans showed what he could do with a car chase.  Like with the first film, I found myself initially getting annoyed with…",8,"english"
"If there ever was a movie that could induce a man-gasm, it would be The Raid 2. This sequel is so filled to the brim with bad-ass awesomeness it's scary.  Its predecessor, The Raid, was already a modern classic in its own right, but now director Gareth Evans has upped the ante and raised his own bar. Mr. Evans, I salute you, never change sir.  I'm not going to elaborate on my favorite scenes. Discover the wondrous carnage and overwhelming…",10,"english"
"The Raid 2 exists on the same plane as Terminator 2: Judgment Day. It expands the first one brilliantly, pushing its inventively brutal action into a much bigger world and resulting in one of the greatest sequels and action films of all time.",10,"english"
"Compared to The Raid: Redemption, an efficient and relentless sleeper hit of an action film, it's apparent that The Raid 2's greatest strength and weakness is that grander and ambitions than its prequel. Not satisfied with being another exhibition of flawless fight choreography with minimal plot, the sequel strives to develop settings and a story every bit as brutal as the fight scenes that made it famous. In doing so, The Raid 2 stumbles a bit, but it is nonetheless…",7,"english"
"Ballistic and as fast paced, but at times lacks the control of the somewhat claustrophobic and taut of it's predecessor. Gorgeously shot, and at times I couldn't help but think that aside from the stellar documentary The Act of Killing (2013), The Raid series are the best current commentaries on Indonesian culture which a westerner could have the chance to be exposed to. Even if Gareth Evans isn't exactly Indonesian himself.",7,"english"
"""Beautifully shot, compellingly choreographed, and rivetingly edited, The Raid 2 is two-and-a-half thrilling hours of genre so perfectly pure that you could bottle it, smash the bottle & thrust the broken end repeatedly into your enemy's throat."" More at Projected Figures",0,"english"
"The Raid 2 builds on pretty much everything Gareth Evans achieved with the first movie; the scale is larger, the script more ambitious, and the action scenes even more ridiculous.  Those who loved the no-nonsense thrills of the first film - where you could watch the film without subtitles and still get the gist - may find themselves surprised, even dismayed, that Evans made more of an effort with the plot this time. The rather bloated 150-minute run-time is a…",8,"english"
"A fantastic sequel that delivers in every way! An astounding, epic, kick ass, action movie. If you dig violent action this movie is for you. I will see it again before it leaves theaters.",10,"english"
"A big departure from the original, Evans tries to create his Asian-gangster-saga-masterpiece and somewhat fails, but by the middle of the film you are ready to forgive him everything, and by the end you are literally cramped into the seat - the fights, THE FIGHTS!",8,"english"
"Takes the limited scope of its predecessor and ramps it up ten fold. Occasionally, this is to the movie's detriment; the 148 minute running time is excessive and the plot can get too convoluted for its own good. That being said, every single action scene makes up for it. Each one is slick, elaborately choreographed and filled with all sorts of gorgeously brutal bits and pieces. It's a brilliant exercise in ""AW SHIT THAT JUST HAPPENED"" action filmmaking.",8,"english"
"In life outside the block, Everything is bigger but just as intense. We’re back in Jakarta, bitches.  Fists, hammers, guns, glass, baseballs. Nicolas Winding Refn wishes he made this. Try keeping your mouth shut…  Choreographed beyond actual human comprehension, ‘Are you not entertained?!’ Gareth Evans cries? Punch walls – they don’t retaliate.  ‘Berandal’ means ‘badass’ or ‘scoundrel’. Suck it up, don’t fuck it up. Indonesian police corruption really blows.  My favourite film of 2014, Soz McQueen, this is my new jam. GO ON RAMA, MY SON!",10,"english"
"Approximately one star for every time I said ""holy fucking shit"" out loud, that only seems fair",10,"english"
"A generic, self-serious, overlong mess, to be honest. The kitchen fight saves the movie like the chocolate nub at the bottom of a drywall-flavored Drumstick ice cream cone.",6,"english"
"Man, what a collection of amazing set pieces. I think my favorite might have been the deaf pair of assassins on the subway, with the girl who attacks people with a pair of claw hammers and the guy with the metal baseball bat. Or was it the operatic death of Prakoso bleeding into the snow? Or the high-speed car chase? Or the take-down of a dad by a pathetic, spoiled son? Or the horrendous bloodbath in the restaurant (I love…",8,"english"
"Tbh I forgot how fucking long this movie is. I'll give it up for the action scenes, those are unbeatable and Iko Uwais is probably one of the best action stars of our generation. But God damn there's a lot of time between these scenes. I guess it's not the movies fault I watched it so late. But also damn man the first movie really is perfectly encapsulated. Like that film is as close to perfect as a lot of films get. This one was needlessly complicated and those complications put me to sleep.",8,"english"
"I was really excited, but then a bit hesitant at the beginning and in the first half for that matter, but at the end, The Raid 2 does really deliver an amazing and worthy sequel and action movie. Showing off more the budget at hand, going for even higher stakes in a lot of senses, some of the story beats weren't as strong as they were on the first one, and although the other action sequences were really good, when…",9,"english"
"Action!",8,"english"
"Won’t lie I paused the movie half way through and took a 30 min nap but it’s still good",8,"english"
"So, is this the greatest action movie ever made? Seriously asking.   Watched with @TheRabbidCow, @Schlumbachus, @Wavieff, @krents and Christina",10,"english"
"The Raid 2 - one of those few works in which our veil transubstantiates into a looking glass, by which we gaze upon the beatific form of Action Cinema.   boxd.it/1VpEk",9,"english"
"""I'm done.""  Sad I hadn't seen this sooner, but my best description is The Raid but art house. Removed from the grey and grungy tower of the first film, everything feels much more tightly composited here, with lots of focus on color and composition and story. The need to travel between locales does create some slow-down, and the film is nearly an hour longer than its predecessor, but when the action hits, it really hits. And by hits I mean it's extremely violent. I chose violence today.  And hey, at least this one was presented in it's original language without any horrendous dubbing.",8,"english"
"Right off the rip you feel it’s gonna be better, the success of the first allowed a bigger budget and more creative freedom for the writer and director to do what he really wanted.   Also Gareth Evans made VHS 2, haven’t seen it but VHS 1 is one of my fav horror movies so that’s cool.   Much nicer lighting. Such great action. And it’s only better in this one. Insane camera work. I’d love to operate a camera for…",9,"english"
"Probably the best action in a movie I’ve ever seen.  I audibly reacted to like almost every kill in this movie.",8,"english"
"Filled in what the first was lacking and kicked ass the whole time. Hands down one of the best action movies I've ever seen.",9,"english"
"the raid 2 is a very very good movie but it suffers from trying to have its cake and eat it too. they tried to both expand on the scope of the original in the plot, setting, and cast and to deliver action sequences that are even crazier than the raid, which is already one of the most over-the-top action movies.  mostly this works, but man, is this movie bludgeoning. the action scenes are uniformly stellar, which is unsurprising, but…",8,"english"
"God damn I love these movies. Every fight scene is so well choreographed it’s wild. Every now and then tho I find myself thinking like you know all these crazy people will use literally anything BUT a gun to kill people like hammers baseball bats baseballs and just like regular martial arts or whatever but like I could kill all these ppl with a machine gun like no matter how good their martial arts is. It’s like that scene in…",9,"english"
"“Only a fool argues for the pride of a dead man.” Cut 2 characters and 20 minutes, and you have a masterpiece.",7,"english"
"I’m no expert but I’m pretty sure this movie has THE GREATEST fight choreography ever put to film. The action in this is just un-fucking-real. The story definitely gets convoluted at points and causes the film to drag a bit during the second act. Whenever it's focused on Rama tho, I'm completely locked in. And the fight scenes are just beyond anything I've ever seen. Also, the cinematography is amazing.  that kitchen fight scene is the best fight scene I've ever witnessed.",8,"english"
"But why it be 2 and a half hours long",5,"english"
"Simply one of the best action movies ever made. I cannot wait to see the Raid 3 and other projects from director Gareth Evans. I can only imagine the type of movie he can make when both of the Raid movies cost under 5 million to make. Rama is an absolute beast and my one wish is for him to have a lightsaber in Star Wars: The Force Awakens. If that were to happen, dreams would come true.",10,"english"
"96/100  Okay so, remember how I mentioned in my review for The Raid that the film was so badass it could tear down buildings? Well, when it comes to The Raid 2, badass can no longer apply to the film seeing as it's a huge understatement. The amount of power contained in The Raid 2 is enough to destroy an entire neighborhood using only a stare. If this film was a person, it would be impossible for it to walk…",10,"english"
"I'm eventually doing a proper write up when the words finally come to me, for now here's a pic of my initial reaction.",10,"english"
"Some pretty snooze-worthy cliche cop drama stuff dominates the first hour, but the second we're introduced to Hammer Girl and Bat Man, the movie fucking SOARS from there. Once we hit that mark (and I'm serious, the movie goes from pretty good to great in the span of one sequence), it's easily better than the first.",7,"english"
"One summer preparing for the SAT my moms business partner gives me a call and tells me he’ll take me for 팥빙수 for a study break and obviously I’m in Korea where they’ve had 우유빙수 years before it’s really introduced to the states so I’m like SO there.   Over our shaved milk ice he tells me that he just watched the best action movie he’s ever seen. He pulls up the trailer for the raid 2 and I keep a…",10,"english"
"Improves on its predecessor in every way! It's almost an hour longer but the use of varied locations and scenarios make it seem just as fast paced. The story really hits this time round and the choreography is insanely impressive.  I would die for hammer girl.",9,"english"
"I’d peg this film as having some of the best action I’ve ever seen.",8,"english"
"Another crazy ambitious action movie with killer scenes, that just ends up being too long for it's own good",7,"english"
"A little more plot then what was necessary, but still features some of the greatest choreography and visceral combat recorded in action cinema. I especially love how these films chose to highlight just how exhausting these fights would be if preformed by an actual human being, which to me is what separates an engaging action set piece from one that is easily forgotten after the credits roll.",9,"english"
"Everything the raid is but better John Wick gets worse the more you remember the raid",10,"english"
"Action movie on another level. This thing rips hard and moves at such a fast pace I almost couldn’t keep up. Definitely deserves a rewatch because there a lot of moving pieces within the action and story. This is well put together, I wish I could’ve seen this on he big screen but my 55 inch tv will have to suffice because it was tons of fun and melted my face completely off.   Let’s talk about the pacing. It’s weird…",10,"english"
"Rama, John Wick, Jason Bourne and James Bond all walk into a bar …",8,"english"
"The Raid 2 is much more larger in scale, with a thicker story and multiple new fleshed out characters. The Stella choreography, is fantastic once again, with more brutality, and the kitchen scene was maybe the best action sequence I’ve watched on screen. However The Raid 1, still stands supreme, with the simple nature around it, but The Raid 2 is still a worthy successor.",8,"english"
"everybody’s so mean to each other in this movie.",7,"english"
"it’s a shame that the environments of a lot of the fights get blander the further in you get cause not only was that muddy prison one during the first act just brilliant but the cinematography overall is pretty great, like more noticeably than in the first one but idk if that’s just my memory.  oh and the ending is kinda almost unnecessarily moving but I was pretty drunk",8,"english"
"Just some god tier action cinema, still goes so unbelievably hard.",9,"english"
"Back in 2011 Gareth Evans' The Raid became one of my favourite action films, so when I heard the Steelbook Blu ray of The Raid 2 hit my doorstep I commando rolled to my front door, one inch punched the postman off my driveway, ripped the throat out of the cardboard packaging in seconds. (Then frustratingly picked the corner of the plastic wrapper grumbling swear words for 15 minutes until I found a bit I could open), cracked open the…",10,"english"
"two nine inch nails songs at the end 13 and 14 ghosts",8,"english"
"Shit is ridiculously badass gah damn",9,"english"
"I'm in no way disappointed but I think the first The Raid film was superior to this. That doesn't mean that The Raid 2 is not a good action film; it is one of the best-choreographed and most creative action films of all time and as brutal as its predecessor. But it also told a mediocre crime story of a war between gangster clans. We follow a spoiled trust fund baby and a generic crime boss with sunglasses and cane…",7,"english"
"Despite the predictable plot, occasional bad cgi and one bloated runtime I can’t help but recommend this. It has without a doubt the single best action sequences i’ve ever seen put to film. You feel every punch, every bone snap and every slice thanks to out of this world choreography and sound design. Top it off with the best car chase since Ronin and you’ve got one hell of a movie.",8,"english"
"amazing action scenes with a story which lifts every crime and gangster movie trope on earth",8,"english"
"if you want a third installment after that ending, you’re the problem",8,"english"
"This movie is done so well it has me watching scenes on the tube after the fact!  A certified RAW fuck.. I’d watch it again right now to be honest!",10,"english"
"Watched with commentary",10,"english"
"Went in expecting more of The Raid but what I got was A LOT MORE of The Raid and also The Godfather but better and cooler. The action is just as strong as the first film but further expanded on with a larger variety of unique characters and interesting set pieces that constantly bring us to new locations and up the ante. I wouldn't have thought improving on the action from the first film was possible but here we are.…",9,"english"
"87/100  I’ve heard The Raid 2 be praised as The Godfather of action films, and I can’t argue with that statement. All of the amazing and brutal action that represents what I love so much about the first is shown here exponentially. But in such a different environment, making any of it just as intense, including one of the most underrated car sequences ever made. Iko Uwais solidified himself as one of the most badass protagonists around, but he was…",9,"english"
"Lots to enjoy in this follow up to the excellent first ‘Raid’ film. Matt Flannery and Dimas Imam Subhono’s cinematography. Iko Uwais commanding and distressing central performance. But as I discovered, apparently I prefer my ultra violent films in a contained environment and a less than two hour runtime. Unlike its predecessor, this production made me feel a good deal of fatigue towards all the carnage, and it failed to hold my interest during the mid portion of the film.…",7,"english"
"Bingu Category: Movies From Tatsuki Fujimoto's List  personally i do not want these things to happen to my body. just my imo",8,"english"
"This review may contain spoilers. I can handle the truth.  GARETH EVANS FILMOGRAPHY RETROSPECTIVE: PART 5  I’ve watched the The Raid 2’s Kitchen Fight more times than I’ve watched any other scene from any other piece of audiovisual media, and it’s not close. I couldn’t possibly put a number on how many times in total, though it is certainly, without hyperbole, in the hundreds. After seeing the film in the cinema in 2014 (twice, during its brief, limited run in mainstream theatres), I spent hours and hours online, for weeks,…",9,"english"
"80/100  As great as the first part. A perfect example how action has to be filmed.",8,"english"
"Halfway into gangs of london, which is fucking insane by the way, had to stop and give this another watch. Still holds up fantastically, this is exactly what the sequel needed to be, just more insane action sequences.",8,"english"
"My worries that the longer runtime would leave this one feeling less compact and immediate than the first were quickly gone watching this beast of a film. Never a minute wasted.",10,"english"
"So we really haven't had an action movie top The Raid 2 in the last 6 years, have we?  I rewatched this movie for the first time in a while, and I was just absolutely blown away all over again.  Gareth Evans is truly a master of the craft, and while action fans know that he’s great I still feel that he hasn’t gotten his due. What I think people get wrong about his work is that they see his…",10,"english"
"Only flaw in this movie is that it didn’t have an actual raid",9,"english"
"It offers more of what you came to love the first time around, but THE RAID 2 strikes with a renewed fury in it's refined focus on character and story. Unfortunately, it comes at a detriment to the entertainment factor, as Evans reveals before our very eyes that he excels considerably more as a visual storyteller than an actual writer; while the characters are engaging and some are even enjoyable beyond words in their concepts, the lack of a tight…",7,"english"
"Checkers if each disc emptied blood onto the board after being jumped. The operatic fight choreography and camerawork is standup-and-cheer good, but regrettably the grandiose heights reached for by the narrative never finds its footing or touches the clean simplicity of the first film's hero's journey. The characters are not very developed and there's too many of them. In its stead, The Raid 2 may be one of the most accomplished examples yet of cinema deploying video game logic, whereas…",8,"english"
"""Only a fool argues for the pride of a dead man.""  I'm handing out 5 stars all over the place, but these movies are just too good!  The Raid 2 is probably the greatest action movie I have ever seen. Sure it has its flaws, like it tried to fit in too many characters but I still throughly enjoyed it. A lot of people complain about the messy pacing, as the movie felt like it never ended, but that was…",10,"english"
"*bone crunching sounds*",9,"english"
"Flips the original's ""less is more"" conceit on its head to give a bloated and contrived plot that miraculously somehow manages to be just as entertaining.  Fuck... these movies go hard",10,"english"
"Nowhere near as good as the first but cut about an hour worth of bloat and you could easily have a 4.5 star movie here",7,"english"
"The Raid is an all-time classic, so its sequel had a high bar. The Raid 2 addresses this by tweaking its approach, broadening the scope into a multigenerational gangster saga and expanding the action beyond the enclosed, hand-to-hand brawls that were the bread and butter of its predecessor. This was a smart move, and the story is complex, but involving, as we pick up with previous protagonist Rama (Iko Uwais), as he is forced to befriend gangster's son Uco (Arifin…",9,"english"
"AJMCC S3 Ep18ish My pick Category ~ A favorite of mine that Justin hasn't seen Foreign Language ~ Indonesian  More insane bad ass action scenes but just a bit too much story. This movie has no reason to be 2.5 hours and that really hurts it in my opinion but overall still a great watch  Join Justin and myself as we discuss this, dead man walking, new picks, categories, sounds and much more on the next episode of AJMCC coming soon",8,"english"
"I love that Rama has either sandals or Chuck Taylors on the whole movie. They should have given him some Vans checkered slip ons",8,"english"
"80% ✅       This movie was fun. It’s a slight improvement over in predecessor. even if it’s pacing wasn’t all there, the action was cool to watch.       Grade: B",8,"english"
"Literally fucking cool as fuck. The fact that Hollywood looked at this and is still making their fair share of shit action films is the funniest shit. This should've killed off the genre because it's so fucking great and I've not seen anything since that has come close to being this good when it comes to its action. It's perfect. I get a rush seeing this sort of action and it's fucking great.  Masterpiece movie!",10,"english"
"This review may contain spoilers. I can handle the truth.  This is as good as action movies get for me. An absolute tour de force masterpiece. This movie is absolutely nuts. Toilet fight, rad. Muddy prison fight, amazing. Koso fighting and killing everyone, righteous. Hammer girl and baseball boy, delightful. Car chase/fight with a crash through that median building that collapes, ridiculous. Final fight with curved knife guy, jawdropping. This movie is stunning. The coreography and editing are once again perfection. So many wonderful camera movements. Absolutely badass. Mad respect for all the actors/stuntpeople in this movie, they are incredible.",10,"english"
